user_id,first_story_timestamp,first_comment_timestamp,first_seen,story_count,comment_count,event_count
disport,,2020-10-06 21:48:35.000000 UTC,2020-10-06 21:48:35.000000 UTC,,4,4
donatzm,,2016-02-21 17:10:49.000000 UTC,2016-02-21 17:10:49.000000 UTC,,1,1
doobley,,2013-04-28 19:11:18.000000 UTC,2013-04-28 19:11:18.000000 UTC,,5,5
dr_mork,2021-12-23 12:20:20.000000 UTC,2021-12-23 19:26:37.000000 UTC,2021-12-23 12:20:20.000000 UTC,9,3,12
drachel,,2014-05-06 12:50:27.000000 UTC,2014-05-06 12:50:27.000000 UTC,,1,1
easeout,2022-07-01 02:17:30.000000 UTC,2022-06-26 00:04:18.000000 UTC,2022-06-26 00:04:18.000000 UTC,1,15,16
enorlin,,2007-05-10 18:38:16.000000 UTC,2007-05-10 18:38:16.000000 UTC,,1,1
ffrryuu,2013-11-04 23:54:21.000000 UTC,2013-09-05 20:09:48.000000 UTC,2013-09-05 20:09:48.000000 UTC,6,194,200
fgrinda,,2008-07-28 14:30:23.000000 UTC,2008-07-28 14:30:23.000000 UTC,,3,3
foo2020,,2020-06-03 12:31:18.000000 UTC,2020-06-03 12:31:18.000000 UTC,,3,3
froball,,2012-09-16 16:59:34.000000 UTC,2012-09-16 16:59:34.000000 UTC,,1,1
hayalci,,2020-12-20 10:38:14.000000 UTC,2020-12-20 10:38:14.000000 UTC,,3,3
henriks,,2012-06-21 10:02:30.000000 UTC,2012-06-21 10:02:30.000000 UTC,,34,34
higfujk,,2019-03-21 12:24:43.000000 UTC,2019-03-21 12:24:43.000000 UTC,,2,2
igmarin,,2014-04-10 15:17:35.000000 UTC,2014-04-10 15:17:35.000000 UTC,,1,1
imensia,,2021-11-02 20:29:10.000000 UTC,2021-11-02 20:29:10.000000 UTC,,1,1
intelfx,,2015-09-15 00:49:21.000000 UTC,2015-09-15 00:49:21.000000 UTC,,7,7
jfcisco,,2021-08-30 09:10:18.000000 UTC,2021-08-30 09:10:18.000000 UTC,,2,2
jnellis,,2013-04-28 04:54:14.000000 UTC,2013-04-28 04:54:14.000000 UTC,,67,67
johsgrd,,2011-03-14 11:01:37.000000 UTC,2011-03-14 11:01:37.000000 UTC,,1,1
jtothez,2022-01-13 20:39:14.000000 UTC,2022-01-13 21:31:45.000000 UTC,2022-01-13 20:39:14.000000 UTC,1,1,2
khangnd,2020-11-02 04:46:06.000000 UTC,2020-11-02 04:46:06.000000 UTC,2020-11-02 04:46:06.000000 UTC,26,10,36
korfuri,2022-02-09 07:46:11.000000 UTC,2018-02-13 14:45:12.000000 UTC,2018-02-13 14:45:12.000000 UTC,1,9,10
kwahyaj,,2016-02-11 17:54:54.000000 UTC,2016-02-11 17:54:54.000000 UTC,,2,2
lai-yin,2021-01-03 18:47:39.000000 UTC,2020-12-30 00:24:57.000000 UTC,2020-12-30 00:24:57.000000 UTC,24,59,83
lajolla,,2017-11-26 21:43:38.000000 UTC,2017-11-26 21:43:38.000000 UTC,,1,1
lnandor,,2014-06-22 07:57:34.000000 UTC,2014-06-22 07:57:34.000000 UTC,,2,2
lost953,,2016-10-14 06:07:37.000000 UTC,2016-10-14 06:07:37.000000 UTC,,14,14
mark007,2008-07-29 14:44:03.000000 UTC,2008-07-29 14:44:41.000000 UTC,2008-07-29 14:44:03.000000 UTC,1,1,2
meganap,,2013-08-01 17:56:35.000000 UTC,2013-08-01 17:56:35.000000 UTC,,2,2
neilb14,2016-11-04 21:18:39.000000 UTC,2016-11-04 21:46:27.000000 UTC,2016-11-04 21:18:39.000000 UTC,1,1,2
nestorp,2015-07-29 09:24:44.000000 UTC,2015-07-04 19:46:54.000000 UTC,2015-07-04 19:46:54.000000 UTC,8,27,35
nirinor,,2022-04-22 02:46:03.000000 UTC,2022-04-22 02:46:03.000000 UTC,,5,5
nzjixiv,,2018-07-17 18:09:22.000000 UTC,2018-07-17 18:09:22.000000 UTC,,1,1
opt_out,,2019-04-23 03:58:39.000000 UTC,2019-04-23 03:58:39.000000 UTC,,1,1
osxrand,2014-01-23 18:40:17.000000 UTC,2013-11-19 17:04:23.000000 UTC,2013-11-19 17:04:23.000000 UTC,3,73,76
ountacc,,2015-12-09 12:42:31.000000 UTC,2015-12-09 12:42:31.000000 UTC,,1,1
pedrotp,2016-12-29 16:09:54.000000 UTC,2015-10-09 18:10:11.000000 UTC,2015-10-09 18:10:11.000000 UTC,1,1,2
phswiss,2018-03-16 11:20:50.000000 UTC,2018-03-09 14:05:15.000000 UTC,2018-03-09 14:05:15.000000 UTC,8,1,9
pnorvig,,2009-11-15 22:30:39.000000 UTC,2009-11-15 22:30:39.000000 UTC,,3,3
ptcrash,2020-06-13 22:09:59.000000 UTC,2020-06-13 22:10:35.000000 UTC,2020-06-13 22:09:59.000000 UTC,3,33,36
rankdit,2015-12-14 10:44:33.000000 UTC,2016-04-25 09:07:51.000000 UTC,2015-12-14 10:44:33.000000 UTC,2,1,3
rene_lf,,2017-01-03 00:08:16.000000 UTC,2017-01-03 00:08:16.000000 UTC,,1,1
rfjason,,2012-12-09 03:34:14.000000 UTC,2012-12-09 03:34:14.000000 UTC,,1,1
rwwmike,2010-12-18 17:44:40.000000 UTC,2010-10-11 16:02:36.000000 UTC,2010-10-11 16:02:36.000000 UTC,66,46,112
schtitt,2018-04-15 14:56:08.000000 UTC,2017-02-27 12:05:38.000000 UTC,2017-02-27 12:05:38.000000 UTC,1,24,25
sdavej5,,2016-10-04 08:33:02.000000 UTC,2016-10-04 08:33:02.000000 UTC,,1,1
seephuz,,2018-06-11 23:16:46.000000 UTC,2018-06-11 23:16:46.000000 UTC,,1,1
shswkna,2022-03-13 14:39:28.000000 UTC,2021-12-29 05:54:44.000000 UTC,2021-12-29 05:54:44.000000 UTC,5,52,57
singron,2020-04-02 20:34:11.000000 UTC,2013-12-01 17:44:48.000000 UTC,2013-12-01 17:44:48.000000 UTC,3,371,374
skaphan,,2009-10-25 15:23:22.000000 UTC,2009-10-25 15:23:22.000000 UTC,,9,9
soulbow,,2011-06-26 19:50:24.000000 UTC,2011-06-26 19:50:24.000000 UTC,,7,7
sydeaka,,2020-03-23 18:52:50.000000 UTC,2020-03-23 18:52:50.000000 UTC,,1,1
szajbus,2011-08-11 11:00:52.000000 UTC,2012-07-27 10:36:16.000000 UTC,2011-08-11 11:00:52.000000 UTC,10,10,20
tia4tia,,2020-06-16 17:30:00.000000 UTC,2020-06-16 17:30:00.000000 UTC,,14,14
tiravia,2020-06-30 13:07:54.000000 UTC,2020-08-03 20:39:27.000000 UTC,2020-06-30 13:07:54.000000 UTC,1,3,4
tmannen,,2016-03-30 00:13:12.000000 UTC,2016-03-30 00:13:12.000000 UTC,,1,1
uiocean,2022-06-04 01:53:45.000000 UTC,2022-08-17 17:06:42.000000 UTC,2022-06-04 01:53:45.000000 UTC,2,1,3
upjohnc,2012-07-27 12:34:31.000000 UTC,2012-08-01 18:57:32.000000 UTC,2012-07-27 12:34:31.000000 UTC,2,1,3
vidushi,,2010-10-27 02:46:36.000000 UTC,2010-10-27 02:46:36.000000 UTC,,5,5
wizz305,,2007-09-19 01:19:35.000000 UTC,2007-09-19 01:19:35.000000 UTC,,1,1
worried,2009-12-03 01:09:25.000000 UTC,2009-12-03 02:45:28.000000 UTC,2009-12-03 01:09:25.000000 UTC,1,1,2
zozimus,,2020-03-17 21:51:50.000000 UTC,2020-03-17 21:51:50.000000 UTC,,3,3
2curious,,2017-02-09 08:44:36.000000 UTC,2017-02-09 08:44:36.000000 UTC,,2,2
42642626,,2022-03-15 13:40:44.000000 UTC,2022-03-15 13:40:44.000000 UTC,,2,2
Centauri,2021-08-29 11:49:33.000000 UTC,2022-07-31 04:09:05.000000 UTC,2021-08-29 11:49:33.000000 UTC,2,1,3
Coreteka,2020-11-06 10:55:46.000000 UTC,2020-11-06 10:55:46.000000 UTC,2020-11-06 10:55:46.000000 UTC,2,2,4
Dunofrey,,2016-06-14 09:50:16.000000 UTC,2016-06-14 09:50:16.000000 UTC,,1,1
EdLanden,,2012-09-07 15:04:52.000000 UTC,2012-09-07 15:04:52.000000 UTC,,1,1
Edward16,,2016-12-14 13:41:57.000000 UTC,2016-12-14 13:41:57.000000 UTC,,5,5
FunLover,,2015-09-01 07:13:05.000000 UTC,2015-09-01 07:13:05.000000 UTC,,4,4
LordJohn,,2021-02-18 08:42:24.000000 UTC,2021-02-18 08:42:24.000000 UTC,,2,2
Malagasy,,2018-07-24 09:40:24.000000 UTC,2018-07-24 09:40:24.000000 UTC,,1,1
Sindisil,2010-05-03 18:04:30.000000 UTC,2009-05-03 15:51:15.000000 UTC,2009-05-03 15:51:15.000000 UTC,104,166,270
SteveEDO,2019-09-04 13:31:48.000000 UTC,2019-09-04 00:56:39.000000 UTC,2019-09-04 00:56:39.000000 UTC,1,1,2
Wingwing,,2018-04-04 12:12:37.000000 UTC,2018-04-04 12:12:37.000000 UTC,,9,9
accosine,2019-07-18 09:17:13.000000 UTC,2018-10-18 18:25:27.000000 UTC,2018-10-18 18:25:27.000000 UTC,1,12,13
akaalias,2009-04-13 17:33:32.000000 UTC,2009-01-05 22:44:44.000000 UTC,2009-01-05 22:44:44.000000 UTC,13,41,54
akoppela,2020-09-08 07:13:49.000000 UTC,2019-08-28 05:41:12.000000 UTC,2019-08-28 05:41:12.000000 UTC,1,6,7
aoeuasdf,,2021-10-08 20:47:11.000000 UTC,2021-10-08 20:47:11.000000 UTC,,2,2
babatong,,2015-05-25 13:22:55.000000 UTC,2015-05-25 13:22:55.000000 UTC,,13,13
baberuth,2011-02-28 18:49:33.000000 UTC,2011-02-28 18:59:32.000000 UTC,2011-02-28 18:49:33.000000 UTC,10,62,72
bjschnei,2011-05-25 06:13:22.000000 UTC,2009-12-03 16:36:40.000000 UTC,2009-12-03 16:36:40.000000 UTC,2,2,4
bonzojim,,2020-04-07 04:13:42.000000 UTC,2020-04-07 04:13:42.000000 UTC,,1,1
chai2010,2018-08-16 06:21:08.000000 UTC,2022-11-10 10:36:54.000000 UTC,2018-08-16 06:21:08.000000 UTC,2,3,5
chandsie,2013-01-03 14:01:11.000000 UTC,2013-07-18 18:11:00.000000 UTC,2013-01-03 14:01:11.000000 UTC,4,10,14
chocodev,2013-08-29 20:04:00.000000 UTC,2013-08-29 20:07:47.000000 UTC,2013-08-29 20:04:00.000000 UTC,1,1,2
cminatti,,2015-08-24 04:10:32.000000 UTC,2015-08-24 04:10:32.000000 UTC,,2,2
comatory,2014-07-31 02:07:51.000000 UTC,2014-07-31 03:30:08.000000 UTC,2014-07-31 02:07:51.000000 UTC,24,25,49
cougar63,2019-01-25 21:26:13.000000 UTC,2019-01-25 21:58:13.000000 UTC,2019-01-25 21:26:13.000000 UTC,2,1,3
devkarga,,2022-06-16 11:39:28.000000 UTC,2022-06-16 11:39:28.000000 UTC,,1,1
dobrescu,2014-09-18 15:36:31.000000 UTC,2014-09-20 09:33:26.000000 UTC,2014-09-18 15:36:31.000000 UTC,15,1,16
doogle88,,2011-06-26 19:04:43.000000 UTC,2011-06-26 19:04:43.000000 UTC,,10,10
enjikaka,2015-10-05 12:58:29.000000 UTC,2015-01-11 21:48:52.000000 UTC,2015-01-11 21:48:52.000000 UTC,2,22,24
erikbryn,,2012-08-29 18:00:41.000000 UTC,2012-08-29 18:00:41.000000 UTC,,2,2
frutiger,2015-03-21 20:29:50.000000 UTC,2014-12-02 14:14:03.000000 UTC,2014-12-02 14:14:03.000000 UTC,57,469,526
goradyne,,2017-01-09 23:06:17.000000 UTC,2017-01-09 23:06:17.000000 UTC,,1,1
grcevski,,2019-10-31 20:41:50.000000 UTC,2019-10-31 20:41:50.000000 UTC,,2,2
hamhamed,2015-01-17 23:39:05.000000 UTC,2015-01-20 23:46:53.000000 UTC,2015-01-17 23:39:05.000000 UTC,10,114,124
hdjcktnr,,2021-02-16 13:40:08.000000 UTC,2021-02-16 13:40:08.000000 UTC,,5,5
helloded,,2022-11-04 05:15:27.000000 UTC,2022-11-04 05:15:27.000000 UTC,,4,4
ilimilku,,2018-08-02 20:34:56.000000 UTC,2018-08-02 20:34:56.000000 UTC,,13,13
iollmann,,2014-12-17 20:07:02.000000 UTC,2014-12-17 20:07:02.000000 UTC,,1,1
ipswitch,2018-07-24 16:35:57.000000 UTC,2018-07-24 17:13:23.000000 UTC,2018-07-24 16:35:57.000000 UTC,1,4,5
jcfausto,2013-09-27 22:54:29.000000 UTC,2014-02-04 00:46:57.000000 UTC,2013-09-27 22:54:29.000000 UTC,11,6,17
jmcnulty,,2016-05-28 12:16:22.000000 UTC,2016-05-28 12:16:22.000000 UTC,,46,46
jmjg0949,,2014-02-04 22:26:22.000000 UTC,2014-02-04 22:26:22.000000 UTC,,1,1
jobeirne,2008-03-26 21:57:51.000000 UTC,2008-01-14 17:58:10.000000 UTC,2008-01-14 17:58:10.000000 UTC,58,236,294
jrmuizel,,2011-05-18 19:48:47.000000 UTC,2011-05-18 19:48:47.000000 UTC,,7,7
justinmc,2016-01-08 18:43:30.000000 UTC,2016-01-08 19:17:31.000000 UTC,2016-01-08 18:43:30.000000 UTC,2,5,7
litetime,2017-01-09 05:39:27.000000 UTC,2017-01-09 05:27:04.000000 UTC,2017-01-09 05:27:04.000000 UTC,1,5,6
logicwon,,2017-02-10 23:58:12.000000 UTC,2017-02-10 23:58:12.000000 UTC,,1,1
lolbert2,,2022-06-03 16:31:15.000000 UTC,2022-06-03 16:31:15.000000 UTC,,7,7
mandmach,2016-03-29 15:58:36.000000 UTC,2016-03-29 15:32:42.000000 UTC,2016-03-29 15:32:42.000000 UTC,2,2,4
medntech,,2018-06-22 21:13:42.000000 UTC,2018-06-22 21:13:42.000000 UTC,,37,37
mrrobot2,,2016-07-13 20:37:07.000000 UTC,2016-07-13 20:37:07.000000 UTC,,4,4
nlakhani,2011-02-26 23:23:50.000000 UTC,2010-12-02 17:07:38.000000 UTC,2010-12-02 17:07:38.000000 UTC,4,2,6
notarget,,2015-05-16 16:42:56.000000 UTC,2015-05-16 16:42:56.000000 UTC,,2,2
nytgop77,2020-09-29 21:09:48.000000 UTC,2020-05-07 13:41:36.000000 UTC,2020-05-07 13:41:36.000000 UTC,1,86,87
oreilles,2021-12-07 22:53:31.000000 UTC,2021-07-23 08:40:07.000000 UTC,2021-07-23 08:40:07.000000 UTC,1,57,58
ouzb64ty,2019-11-14 14:41:48.000000 UTC,2021-05-01 17:09:53.000000 UTC,2019-11-14 14:41:48.000000 UTC,16,6,22
parchley,,2022-08-16 12:02:58.000000 UTC,2022-08-16 12:02:58.000000 UTC,,1,1
parthokr,,2022-02-02 19:11:05.000000 UTC,2022-02-02 19:11:05.000000 UTC,,1,1
pegasos1,2016-03-25 21:03:26.000000 UTC,2015-11-29 01:24:08.000000 UTC,2015-11-29 01:24:08.000000 UTC,4,4,8
phenry20,2021-09-23 14:43:11.000000 UTC,2021-09-23 14:57:27.000000 UTC,2021-09-23 14:43:11.000000 UTC,3,1,4
pimpflac,,2016-12-13 19:08:00.000000 UTC,2016-12-13 19:08:00.000000 UTC,,1,1
printico,2015-07-17 19:45:06.000000 UTC,2015-07-17 19:45:59.000000 UTC,2015-07-17 19:45:06.000000 UTC,1,1,2
rcar1046,2018-07-24 15:29:44.000000 UTC,2015-12-09 16:59:45.000000 UTC,2015-12-09 16:59:45.000000 UTC,5,34,39
rcarback,,2019-10-22 18:14:34.000000 UTC,2019-10-22 18:14:34.000000 UTC,,10,10
rcsoleng,2022-11-14 18:04:55.000000 UTC,2022-05-27 01:04:14.000000 UTC,2022-05-27 01:04:14.000000 UTC,1,2,3
reversal,,2014-06-10 17:07:55.000000 UTC,2014-06-10 17:07:55.000000 UTC,,2,2
roboscan,2020-06-18 18:25:13.000000 UTC,2020-06-18 18:25:13.000000 UTC,2020-06-18 18:25:13.000000 UTC,1,1,2
rossnoel,2020-11-21 10:25:44.000000 UTC,2020-12-09 09:57:01.000000 UTC,2020-11-21 10:25:44.000000 UTC,14,2,16
rubilmax,2020-11-09 14:17:39.000000 UTC,2020-11-09 14:17:40.000000 UTC,2020-11-09 14:17:39.000000 UTC,1,1,2
s12chung,2013-07-25 13:17:09.000000 UTC,2013-07-25 00:34:38.000000 UTC,2013-07-25 00:34:38.000000 UTC,4,4,8
sheeba37,2014-12-16 05:30:07.000000 UTC,2014-12-08 16:25:00.000000 UTC,2014-12-08 16:25:00.000000 UTC,4,6,10
sidartha,,2022-05-09 06:57:30.000000 UTC,2022-05-09 06:57:30.000000 UTC,,1,1
slowjerk,,2021-10-22 09:03:34.000000 UTC,2021-10-22 09:03:34.000000 UTC,,2,2
social42,2015-04-20 18:03:05.000000 UTC,2015-04-20 19:47:38.000000 UTC,2015-04-20 18:03:05.000000 UTC,1,3,4
spati112,,2018-04-27 21:02:27.000000 UTC,2018-04-27 21:02:27.000000 UTC,,1,1
spsrich2,2019-08-09 19:00:07.000000 UTC,2019-05-13 19:57:24.000000 UTC,2019-05-13 19:57:24.000000 UTC,3,52,55
srinijdi,,2022-03-08 15:45:14.000000 UTC,2022-03-08 15:45:14.000000 UTC,,1,1
synchton,2022-01-09 20:02:20.000000 UTC,2021-11-12 10:32:16.000000 UTC,2021-11-12 10:32:16.000000 UTC,5,3,8
talisdev,,2015-08-03 19:29:37.000000 UTC,2015-08-03 19:29:37.000000 UTC,,1,1
talronen,,2015-06-17 14:00:34.000000 UTC,2015-06-17 14:00:34.000000 UTC,,1,1
tdullien,2014-04-13 20:57:47.000000 UTC,2014-04-16 06:40:26.000000 UTC,2014-04-13 20:57:47.000000 UTC,11,61,72
thecrash,,2017-11-27 17:15:58.000000 UTC,2017-11-27 17:15:58.000000 UTC,,53,53
udevnull,,2022-08-03 09:31:24.000000 UTC,2022-08-03 09:31:24.000000 UTC,,1,1
ukash-tr,2015-03-04 15:18:37.000000 UTC,2015-03-04 15:38:46.000000 UTC,2015-03-04 15:18:37.000000 UTC,1,1,2
xentropy,,2020-09-03 19:17:36.000000 UTC,2020-09-03 19:17:36.000000 UTC,,2,2
xq262144,,2019-03-01 04:52:28.000000 UTC,2019-03-01 04:52:28.000000 UTC,,1,1
yupppppp,,2019-05-06 11:43:14.000000 UTC,2019-05-06 11:43:14.000000 UTC,,1,1
zah1Shae,,2019-07-13 20:20:17.000000 UTC,2019-07-13 20:20:17.000000 UTC,,1,1
zanhecht,,2018-03-15 17:50:21.000000 UTC,2018-03-15 17:50:21.000000 UTC,,1,1
ziotom78,2015-11-26 05:19:46.000000 UTC,2014-11-10 10:06:12.000000 UTC,2014-11-10 10:06:12.000000 UTC,4,259,263
654wak654,2019-01-08 14:09:20.000000 UTC,2017-03-26 13:41:06.000000 UTC,2017-03-26 13:41:06.000000 UTC,2,10,12
Brogramma,,2016-12-12 14:49:11.000000 UTC,2016-12-12 14:49:11.000000 UTC,,1,1
DanielMac,,2020-03-03 15:06:11.000000 UTC,2020-03-03 15:06:11.000000 UTC,,1,1
DragonL80,,2021-11-19 07:25:34.000000 UTC,2021-11-19 07:25:34.000000 UTC,,6,6
JVRudnick,2009-12-08 18:01:26.000000 UTC,2009-12-14 20:59:44.000000 UTC,2009-12-08 18:01:26.000000 UTC,533,1,534
Lalabadie,,2012-09-18 15:54:20.000000 UTC,2012-09-18 15:54:20.000000 UTC,,14,14
Mike1232B,,2020-03-21 15:27:59.000000 UTC,2020-03-21 15:27:59.000000 UTC,,1,1
NoBorders,2012-01-31 19:29:19.000000 UTC,2012-02-17 08:06:45.000000 UTC,2012-01-31 19:29:19.000000 UTC,40,2,42
Shanakam4,2012-03-24 20:29:32.000000 UTC,2012-03-28 18:50:12.000000 UTC,2012-03-24 20:29:32.000000 UTC,2,2,4
ZhongTr0n,2022-09-04 15:18:51.000000 UTC,2022-09-04 15:18:52.000000 UTC,2022-09-04 15:18:51.000000 UTC,1,1,2
a123b456c,2022-07-03 00:22:44.000000 UTC,2019-05-29 19:12:39.000000 UTC,2019-05-29 19:12:39.000000 UTC,1,35,36
abinaya_b,,2020-01-20 18:47:34.000000 UTC,2020-01-20 18:47:34.000000 UTC,,5,5
alainwong,,2011-07-13 02:45:58.000000 UTC,2011-07-13 02:45:58.000000 UTC,,1,1
anastacia,,2013-09-01 11:37:33.000000 UTC,2013-09-01 11:37:33.000000 UTC,,1,1
angeNoble,2015-04-08 12:24:24.000000 UTC,2013-09-10 14:07:11.000000 UTC,2013-09-10 14:07:11.000000 UTC,1,10,11
antibotty,2022-10-01 13:26:35.000000 UTC,2022-10-01 13:26:35.000000 UTC,2022-10-01 13:26:35.000000 UTC,1,1,2
atularora,2010-10-24 18:32:59.000000 UTC,2010-11-10 00:47:04.000000 UTC,2010-10-24 18:32:59.000000 UTC,416,9,425
avatar042,,2021-09-15 15:36:59.000000 UTC,2021-09-15 15:36:59.000000 UTC,,3,3
bananapub,,2021-01-17 22:02:23.000000 UTC,2021-01-17 22:02:23.000000 UTC,,98,98
bear11941,,2019-12-08 04:27:09.000000 UTC,2019-12-08 04:27:09.000000 UTC,,1,1
bloopy123,,2021-04-25 11:53:55.000000 UTC,2021-04-25 11:53:55.000000 UTC,,1,1
chanrises,,2011-01-11 00:50:14.000000 UTC,2011-01-11 00:50:14.000000 UTC,,1,1
charindex,,2009-05-02 17:40:01.000000 UTC,2009-05-02 17:40:01.000000 UTC,,1,1
crapflare,,2018-06-06 22:03:56.000000 UTC,2018-06-06 22:03:56.000000 UTC,,5,5
crazy_ant,,2016-08-27 06:51:46.000000 UTC,2016-08-27 06:51:46.000000 UTC,,9,9
critic101,,2012-09-06 00:28:59.000000 UTC,2012-09-06 00:28:59.000000 UTC,,1,1
dboerlage,,2020-08-03 22:50:20.000000 UTC,2020-08-03 22:50:20.000000 UTC,,3,3
defun-fun,2010-07-13 22:01:28.000000 UTC,2010-07-14 05:13:27.000000 UTC,2010-07-13 22:01:28.000000 UTC,1,1,2
devopsguy,2021-09-06 13:59:13.000000 UTC,2020-11-20 11:35:25.000000 UTC,2020-11-20 11:35:25.000000 UTC,3,2,5
djangelic,,2021-10-08 22:22:15.000000 UTC,2021-10-08 22:22:15.000000 UTC,,15,15
dusklight,2008-05-04 00:19:53.000000 UTC,2008-01-19 18:40:28.000000 UTC,2008-01-19 18:40:28.000000 UTC,4,284,288
ederector,,2015-06-03 13:38:55.000000 UTC,2015-06-03 13:38:55.000000 UTC,,1,1
elrobinto,,2017-10-14 15:16:55.000000 UTC,2017-10-14 15:16:55.000000 UTC,,7,7
eriklinde,2012-05-24 10:03:34.000000 UTC,2012-05-26 12:18:27.000000 UTC,2012-05-24 10:03:34.000000 UTC,1,1,2
eroltoker,,2014-09-19 19:41:23.000000 UTC,2014-09-19 19:41:23.000000 UTC,,1,1
george152,,2021-07-05 12:40:19.000000 UTC,2021-07-05 12:40:19.000000 UTC,,1,1
